Coupon_Record_ID,Consumption_Record_ID,Member_ID,Coupon_ID
182,596,380,59
183,597,8188,17
184,601,60279,29
185,604,57893,65
186,608,42537,25
187,609,69405,29
188,616,13724,29
189,617,50077,51
190,631,92897,29
191,636,47656,29
192,641,51033,65
193,645,107748,23
194,647,67917,19
195,649,94019,17
196,650,7494,52
197,652,14842,29
198,654,106318,47
199,668,71155,53
200,672,81024,40
201,673,101387,15
202,674,94560,47
203,677,111950,50
204,678,101093,29
205,679,108065,28
206,681,4314,49
207,684,89478,19
208,687,32613,68
209,689,109290,29
210,690,46322,29
211,695,28945,48
212,697,67446,49
213,698,89559,34
214,700,71446,23
215,708,44107,50
216,709,102451,20
217,711,17985,53
218,712,83096,10
219,713,107255,25
220,719,79254,50
221,720,63994,15
222,722,107582,51
223,723,80582,53
224,726,23991,29
225,727,62624,29
226,730,24378,37
227,732,66029,29
228,733,58062,34
229,735,24491,7
230,737,77715,22
231,740,7708,17
232,742,10571,29
233,757,26110,48
234,768,32779,53
235,774,81318,22
236,777,26359,28
237,778,75483,29
238,786,75709,29
239,795,48664,17
240,797,86109,22
241,798,85765,29
242,805,79439,29
243,810,103702,29
244,811,70778,24
245,813,85452,15
246,816,103304,29
247,818,32975,29
248,820,74919,29
249,823,52791,29
250,826,111915,15
251,832,42097,29
252,834,15812,70
253,835,20524,19
254,836,25491,53
255,844,106820,29
256,855,85022,25
257,867,95073,29
258,870,4877,49
259,872,824,10
260,873,87773,28
261,877,7714,18
262,882,70428,49
263,884,92763,34
264,885,12296,16
265,886,105309,10
266,889,92752,27
267,890,64106,70
268,891,80636,9
269,894,45446,34
270,898,42671,38
271,901,83872,27
272,902,99673,29
273,907,59666,47
274,908,93338,20
275,909,70671,48
276,910,25153,29
277,920,24575,22
278,924,9197,53
279,925,10750,9
280,927,35155,65
281,929,60920,28
282,937,106190,50
283,945,4413,26
284,949,39620,15
285,952,59835,41
286,954,111050,22
287,955,46340,29
288,961,84086,29
289,962,40109,15
290,966,2522,47
291,969,63081,34
292,971,59530,20
293,973,29256,16
294,975,66594,49
295,976,81769,29
296,977,40181,28
297,981,55572,29
298,986,3537,52
299,989,45673,23
300,990,2071,24
301,993,103853,15
302,994,39933,21
303,1002,77852,29
304,1005,2279,68
305,1006,57351,68
306,1009,51276,29
307,1013,97475,24
308,1015,42801,46
309,1016,69678,29
310,1017,111030,28
311,1025,77700,15
312,1029,673,48
313,1034,46488,51
314,1035,48293,53
315,1036,10599,10
316,1039,59291,27
317,1040,74802,68
318,1044,41208,16
319,1047,58698,24
320,1049,91870,29
321,1050,105281,29
322,1051,2074,10
323,1052,64969,34
324,1054,48700,28
325,1055,93180,28
326,1059,22093,51
327,1063,2670,29
328,1064,17892,29
329,1066,78438,29
330,1067,55973,16
331,1068,54151,50
332,1072,38551,15
333,1074,87169,29
334,1080,19914,47
335,1082,86744,47
336,1084,31944,29
337,1086,73663,24
338,1087,39915,29
339,1088,18552,29
340,1095,57086,53
341,1096,36800,29
342,1097,96947,10
343,1102,47085,29
344,1104,46545,23
345,1105,91665,19
346,1108,25875,29
347,1113,71121,49
348,1117,95308,22
349,1126,54712,29
350,1128,34183,10
351,1132,6626,29
352,1134,34879,22
353,1135,30411,29
354,1136,61060,19
355,1141,101516,34
356,1142,11779,10
357,1144,92435,22
358,1148,11256,16
359,1150,97282,29
360,1152,60944,25
361,1154,39358,47
362,1155,49506,34
363,1157,16028,29
364,1162,100953,68
365,1164,86727,23
366,1165,22973,68
367,1171,42080,15
368,1175,81206,29
369,1177,87927,68
370,1179,23266,27
371,1184,18698,52
372,1187,66360,29
373,1194,35759,41
374,1211,103686,53
375,1212,37548,29
376,1214,11527,5
377,1218,6019,52
378,1221,73344,29
379,1222,73015,29
380,1226,82210,10
381,1228,80028,50
382,1230,47567,50
383,1231,94784,27
384,1234,112575,23
385,1240,111053,9
386,1253,41170,19
387,1264,13335,34
388,1268,35851,53
389,1278,13563,23
390,1279,95130,29
391,1283,36586,41
392,1289,64431,24
393,1290,90083,20
394,1291,57679,28
395,1292,85361,16
396,1295,91255,22
397,1298,52102,28
398,1303,72666,9
399,1304,35641,48
400,1306,102439,29
401,1307,32931,2
402,1308,75310,29
403,1310,42384,29
404,1314,42997,37
405,1326,42485,23
406,1329,85566,29
407,1332,48166,29
408,1342,106850,9
409,1344,37940,29
410,1348,63674,20
411,1350,49140,25
412,1351,105552,29
413,1354,102287,48
414,1355,22603,21
415,1356,88811,10
416,1361,34567,29
417,1363,37975,52
418,1366,78411,49
419,1369,79481,16
420,1372,39964,29
421,1373,37361,46
422,1375,77710,50
423,1380,85694,6
424,1381,33603,15
425,1385,91581,29
426,1390,53103,29
427,1391,60326,6
428,1393,54479,37
429,1395,81509,50
430,1399,64021,25
431,1404,34493,37
432,1406,33669,10
433,1411,40509,29
434,1413,70607,29
435,1416,87141,9
436,1418,71000,29
437,1422,7443,34
438,1426,58728,29
439,1427,107184,29
440,1435,56648,34
441,1440,111545,9
442,1444,45330,28
443,1445,36704,29
444,1446,40012,25
445,1452,26666,46
446,1458,56478,29
447,1459,74598,29
448,1467,25716,15
450,1478,65335,52
451,1480,73466,15
452,1481,68631,16
453,1483,24918,24
454,1485,51813,29
455,1486,94511,22
456,1489,29750,22
457,1490,43050,53
458,1502,76486,16
459,1510,54798,47
460,1512,51364,29
461,1513,80372,48
462,1516,111059,29
463,1517,33114,23
464,1518,110506,10
465,1522,77696,15
466,1523,110122,23
467,1529,30501,63
469,1531,35152,34
470,1541,31501,24
471,1547,40023,17
472,1548,90255,15
473,1550,60902,47
474,1557,87867,20
475,1558,49774,29
476,1561,36705,29
477,1565,85338,29
478,1569,96301,48
479,1570,76766,26
480,1574,8938,15
481,1580,96778,22
482,1581,86714,17
483,1583,99324,25
484,1585,86434,65
485,1588,70557,20
486,1589,412,47
487,1591,23033,29
488,1595,28563,17
489,1597,52758,22
490,1598,44486,10
491,1600,80360,48
492,1603,47804,29
493,1606,71192,15
494,1607,711,70
495,1612,9920,22
496,1613,95181,24
497,1631,76137,29
498,1640,58820,29
499,1650,103915,29
500,1656,57784,34
501,1661,21083,34
502,1665,28686,29
503,1667,99704,52
504,1669,96303,6
505,1676,30584,68
506,1679,105475,71
507,1681,7750,29
508,1682,13109,48
509,1685,82581,52
510,1693,112618,15
511,1702,97539,34
512,1712,14709,50
513,1716,86332,29
514,1718,40706,51
515,1721,6985,24
516,1722,24568,29
517,1723,10163,26
518,1730,42787,47
519,1731,89713,24
520,1739,12851,22
521,1742,101593,34
522,1746,18724,26
523,1749,89585,16
524,1750,84790,29
525,1752,10590,29
526,1755,64117,15
527,1756,102882,16
528,1760,36658,50
529,1761,60859,37
530,1762,15215,48
531,1763,109843,47
532,1766,84769,19
533,1770,11555,29
534,1776,71414,52
535,1777,38602,50
536,1779,16983,37
537,1781,110228,49
538,1783,106293,22
539,1784,8645,26
540,1792,52173,15
541,1798,70602,50
542,1799,18755,25
543,1800,93657,34
544,1801,69435,29
545,1804,4261,52
546,1805,95195,22
547,1807,24540,15
548,1808,92756,29
549,1810,84439,68
550,1814,5510,34
551,1815,86648,29
552,1817,83004,23
553,1827,109596,23
554,1834,88789,29
555,1835,71290,8
556,1837,90013,29
557,1838,67574,25
558,1843,53786,37
559,1854,71750,68
560,1855,75575,23
561,1857,96678,22
562,1863,19575,29
563,1864,95650,29
564,1868,56030,22
565,1871,12391,29
566,1873,18513,25
567,1874,73428,16
568,1879,28808,29
569,1880,80190,16
570,1884,60938,29
571,1885,25260,17
572,1887,36837,25
573,1888,27389,29
574,1890,52779,23
575,1897,50203,15
576,1901,47082,24
577,1905,80652,70
578,1907,75222,27
579,1915,15206,29
580,1916,97115,29
581,1921,28744,29
582,1924,88922,29
583,1926,53229,51
584,1936,36297,52
585,1937,34592,29
586,1938,51576,29
587,1939,77172,53
588,1942,27963,24
589,1952,99110,22
590,1960,73168,16
591,1961,20434,25
592,1967,72833,29
593,1969,7775,28
594,1970,48562,29
595,1971,32140,48
596,1972,5892,29
597,1976,54315,48
598,1979,69442,10
599,1981,19958,5
600,1983,49287,26
601,1984,91798,53
602,1987,106306,51
603,1990,39748,22
604,1996,82748,16
605,2000,111834,29
606,2002,68559,70
607,2003,82358,29
608,2004,14922,22
609,2006,25500,68
610,2008,17073,16
611,2010,84435,23
612,2014,68264,37
613,2015,102737,29
614,2017,83502,29
615,2021,55248,15
616,2026,84017,17
617,2032,89384,22
618,2035,22074,24
619,2037,8056,19
620,2040,32486,29
621,2044,1760,29
622,2047,66407,23
623,2048,2455,15
624,2056,80252,28
625,2060,461,29
626,2069,35354,51
627,2072,110903,47
628,2076,51256,27
629,2079,95206,7
630,2082,78079,47
631,2086,68732,29
632,2099,19302,29
633,2110,93008,66
634,2121,79304,34
635,2122,3312,19
636,2123,74047,29
637,2124,18708,47
638,2125,87551,34
639,2126,89526,29
640,2129,65426,53
641,2135,83900,23
642,2139,102705,68
643,2142,1453,18
644,2143,6017,27
645,2145,67717,29
646,2147,94879,34
647,2150,15028,23
648,2151,32149,29
649,2153,85951,72
650,2155,62339,29
651,2162,67627,29
652,2169,98696,53
653,2170,48892,50
654,2176,109218,10
655,2178,41710,47
656,2180,1059,48
657,2181,34749,28
658,2183,106699,53
659,2186,51439,28
660,2188,67245,23
661,2191,90067,25
662,2192,31278,22
663,2194,100816,19
664,2197,112216,16
665,2200,50220,15
666,2202,93423,22
667,2203,54816,46
668,2207,58610,28
669,2208,39191,22
670,2212,6123,68
671,2213,84543,34
672,2214,19892,7
673,2221,14571,59
674,2224,52315,29
675,2229,70419,47
676,2233,44843,34
677,2247,8937,29
678,2252,21326,18
679,2258,106150,52
680,2264,67756,60
681,2266,92505,28
682,2267,28422,21
683,2272,19039,22
684,2274,52421,34
685,2276,28457,48
686,2279,7122,22
687,2283,24490,53
688,2287,67,6
689,2295,44434,29
690,2296,108238,72
691,2300,26224,65
692,2303,77034,19
693,2305,81489,29
694,2308,85103,15
695,2309,101590,29
696,2310,86413,25
697,2312,78938,16
698,2313,105830,34
699,2317,16608,34
700,2318,30742,65
701,2321,101723,10
702,2322,96986,16
703,2326,99918,5
704,2328,106311,16
705,2329,49618,29
706,2330,51247,53
707,2332,63591,62
708,2337,32653,28
709,2338,12441,24
710,2342,43069,47
711,2344,6675,29
712,2345,76198,53
713,2348,88739,40
714,2349,62771,29
715,2352,111347,16
716,2358,43764,47
717,2361,57823,23
718,2363,98896,34
719,2373,92385,29
720,2382,91113,29
721,2383,83764,22
722,2384,33120,10
723,2385,59184,15
724,2388,10087,29
725,2403,100633,29
726,2404,92536,34
727,2405,56831,17
728,2409,17801,52
729,2413,97514,24
730,2416,45889,47
731,2418,89889,19
732,2419,46848,22
733,2422,91130,29
734,2424,14281,29
735,2428,101561,20
736,2431,96431,9
737,2435,37157,10
738,2436,104056,68
739,2445,96309,5
740,2447,77886,47
741,2450,54962,48
742,2452,4720,29
743,2455,105436,24
744,2461,17410,48
745,2468,35338,52
746,2469,100257,10
747,2473,98103,29
748,2480,82682,19
749,2484,86975,29
750,2488,71375,19
751,2492,19234,49
752,2493,48426,15
753,2496,12450,24
754,2507,44721,19
755,2511,24125,38
756,2527,47307,29
757,2528,74097,47
758,2529,44957,29
759,2538,61690,19
760,2539,51343,29
761,2542,29477,15
762,2545,94692,43
763,2546,96969,29
764,2547,73446,7
765,2548,39786,24
766,2549,29008,29
767,2550,85914,46
768,2552,41331,29
769,2557,28748,29
770,2562,100338,25
771,2563,11912,53
772,2571,24612,17
773,2574,31916,38
774,2576,70325,7
775,2577,11848,23
776,2578,86686,43
777,2581,23573,22
778,2582,55191,59
779,2584,55025,34
780,2585,2059,47
781,2587,55180,48
782,2592,64297,10
783,2596,35446,51
784,2600,62056,48
785,2601,38901,53
786,2607,65452,34
787,2608,75874,29
788,2615,39380,6
789,2616,50541,9
790,2617,42659,10
791,2619,41878,15
792,2620,36218,29
793,2624,4221,53
794,2628,2612,17
795,2629,80726,34
796,2634,43224,29
797,2636,62233,71
798,2642,14491,51
799,2646,28374,29
800,2649,87053,50
801,2653,43365,28
802,2654,66629,53
803,2656,32032,29
804,2658,43356,68
805,2659,35159,28
806,2660,427,29
807,2662,66053,22
808,2665,40433,48
809,2669,64977,49
810,2670,51677,22
811,2673,105795,49
812,2675,1128,29
813,2680,55661,29
814,2692,105170,8
815,2697,27000,16
816,2703,106826,15
817,2706,13863,29
818,2709,18754,62
819,2722,102972,23
820,2726,107101,52
821,2728,79598,68
822,2729,94247,52
823,2730,103994,68
824,2733,55521,24
825,2738,11567,50
826,2744,39507,16
827,2745,40072,50
828,2755,6540,29
829,2759,53797,37
830,2762,19303,29
831,2763,5000,29
832,2768,57431,22
833,2769,23944,28
834,2772,53241,49
835,2774,66146,29
836,2775,105973,28
837,2776,68015,17
838,2778,84858,23
839,2780,12531,48
840,2782,61595,19
841,2790,68351,29
842,2791,32447,10
843,2792,24410,70
844,2794,79401,68
845,2799,68913,34
846,2806,82911,29
847,2808,91143,49
848,2809,4634,29
849,2811,111863,15
850,2812,105605,29
851,2813,103601,29
852,2815,11136,29
853,2818,93121,68
854,2823,90594,61
855,2827,67930,29
856,2829,6880,29
857,2831,8556,29
858,2833,89959,17
859,2834,7814,68
860,2836,82055,48
861,2840,54988,29
862,2842,61325,21
863,2847,109974,25
864,2851,88214,29
865,2852,74325,10
866,2856,106402,29
867,2857,103549,15
868,2862,76897,48
869,2866,69109,34
870,2869,11743,50
871,2878,19617,17
872,2892,42405,29
873,2893,48617,47
874,2895,11224,52
875,2897,68734,22
876,2899,59176,9
877,2902,44829,50
878,2906,217,22
879,2907,50948,47
880,2910,107135,9
881,2911,101110,29
882,2913,48618,15
883,2914,18177,10
884,2916,94520,48
885,2919,16099,29
886,2921,10810,29
887,2923,112621,61
888,2925,21545,29
889,2932,10156,29
890,2940,42715,53
891,2942,39329,68
892,2943,88139,38
893,2945,51244,23
894,2950,53263,28
895,2956,68972,68
896,2957,81988,18
897,2959,65967,27
898,2960,6449,29
899,2961,43056,51
900,2965,634,23
901,2966,78971,34
902,2975,63201,48
903,2989,45939,29
904,2993,49929,16
905,2995,63865,23
906,2999,102813,49
907,3004,73792,52
908,3006,97095,29
909,3007,7381,47
910,3008,45569,27
911,3009,82456,15
912,3012,110549,29
913,3021,56777,29
914,3026,29075,29
915,3027,91683,29
916,3028,59354,49
917,3032,92756,22
918,3033,96293,48
919,3038,7215,29
920,3039,48842,48
921,3041,54657,29
922,3044,18024,29
923,3048,58395,29
924,3051,102822,29
925,3054,59074,17
926,3059,37181,47
927,3063,1773,8
928,3067,60798,29
929,3069,60787,29
930,3075,109866,29
931,3077,86201,52
932,3078,25538,17
933,3080,60951,37
934,3103,39420,5
935,3104,64186,19
936,3108,40896,63
937,3111,59433,28
938,3113,40016,6
939,3117,56332,15
940,3118,55796,23
941,3119,102874,52
942,3120,108997,24
943,3125,32022,46
944,3126,43025,37
945,3127,46097,15
946,3131,22538,48
947,3134,41521,19
948,3141,55109,10
949,3145,106503,49
950,3146,83981,10
951,3149,33670,7
952,3153,76164,49
953,3156,77023,29
954,3157,35211,29
955,3160,60501,29
956,3163,97718,68
957,3166,83507,29
958,3172,23675,15
959,3173,96546,51
960,3177,61284,34
961,3182,62953,48
962,3183,48809,1
963,3196,60639,27
964,3200,52372,47
965,3202,39620,52
966,3205,70395,53
967,3207,35420,16
968,3212,25249,29
969,3215,20309,26
970,3219,19172,18
971,3224,1102,70
972,3229,111351,52
973,3234,111032,20
974,3235,46483,24
975,3243,55991,27
976,3249,12877,34
977,3252,58951,22
978,3253,98874,47
979,3254,41004,17
980,3255,24017,68
981,3261,3405,10
982,3262,58197,29
983,3266,80294,38
984,3270,30523,34
985,3275,60444,39
986,3276,15932,50
987,3277,5223,26
988,3282,94344,22
989,3286,61465,47
990,3288,64513,25
991,3290,107826,29
992,3292,87312,5
993,3293,57589,7
994,3295,9841,53
995,3296,109530,29
996,3297,55095,22
997,3300,15036,19
998,3306,40799,71
999,3309,45110,41
1000,3318,107067,48
1001,3321,36657,5
1002,3334,71203,29
1003,3341,28547,10
1004,3342,93264,24
1005,3343,58251,16
1006,3344,109924,52
1007,3346,95433,15
1008,3347,69227,48
1009,3349,69783,7
1010,3354,65404,70
1011,3359,21181,29
1012,3363,97036,70
1013,3367,12701,53
1014,3369,50328,29
1015,3373,74407,68
1016,3374,88341,27
1017,3380,83986,29
1018,3385,29240,52
1019,3386,109851,19
1020,3390,94619,29
1021,3391,108213,27
1022,3397,75702,47
1023,3398,3388,15
1024,3399,21266,41
1025,3405,64526,27
1026,3406,102047,29
1027,3410,61435,25
1028,3411,58235,47
1029,3412,108616,22
1030,3414,6344,15
1031,3422,38015,41
1032,3423,99952,50
1033,3425,68641,29
1034,3439,39093,29
1035,3440,100206,23
1036,3450,106691,29
1037,3453,88050,27
1038,3464,112129,24
1039,3466,7149,29
1040,3472,110662,29
1041,3484,4280,34
1042,3501,111572,10
1043,3507,64485,29
1044,3510,101361,21
1045,3514,49154,29
1046,3516,27885,50
1047,3518,70001,29
1048,3521,92338,34
1049,3522,74237,28
1050,3523,40232,24
1051,3528,55926,47
1052,3531,20594,24
1053,3538,35480,18
1054,3543,53281,29
1055,3549,36304,47
1056,3550,71823,29
1057,3551,86710,23
1058,3552,99104,15
1059,3553,88173,48
1060,3563,31490,15
1061,3565,103980,29
1062,3566,12015,34
1063,3568,74102,22
1064,3570,71126,53
1065,3577,42010,34
1066,3580,72835,29
1067,3588,39943,22
1068,3596,6830,29
1069,3597,66391,29
1070,3599,10932,22
1071,3607,57140,34
1072,3609,109929,23
1073,3612,106594,19
1074,3615,90503,25
1075,3618,55563,47
1076,3619,37616,63
1077,3620,60385,34
1078,3623,6975,29
1079,3624,92447,29
1080,3637,108174,18
1081,3639,3318,29
1082,3642,56222,22
1083,3643,2649,29
1084,3648,60656,2
1085,3655,50685,10
1086,3657,19473,24
1087,3669,27237,38
1088,3671,20628,29
1089,3673,21051,6
1090,3676,69423,60
1091,3681,54297,19
1092,3683,45271,29
1093,3687,74137,29
1094,3688,18470,27
1095,3690,28324,29
1096,3704,65666,23
1097,3708,86880,23
1098,3711,46236,48
1099,3715,69213,48
1100,3716,1808,29
1101,3718,84608,17
1102,3720,66892,71
1103,3721,62711,53
1104,3730,37105,10
1105,3734,95555,22
1106,3737,65155,29
1107,3744,36498,22
1108,3749,98543,29
1109,3750,11975,29
1110,3752,51411,34
1111,3755,71714,48
1112,3756,288,48
1113,3758,33406,53
1114,3760,101121,29
1115,3762,16868,29
1116,3772,102160,28
1117,3774,44602,28
1118,3778,99311,23
1119,3784,66588,29
1120,3785,6559,52
1121,3786,61987,24
1122,3788,46088,29
1123,3792,27573,48
1124,3798,28551,29
1125,3799,99448,34
1126,3807,104979,43
1127,3811,43037,29
1128,3815,97147,48
1129,3822,14809,29
1130,3824,110716,29
1131,3836,91114,68
1132,3843,45986,20
1133,3844,70878,49
1134,3845,34775,27
1135,3848,63780,5
1136,3849,60022,37
1137,3850,3026,15
1138,3852,37374,27
1139,3855,106533,50
1140,3857,111512,23
1141,3861,49708,15
1142,3862,87650,16
1143,3863,28947,29
1144,3864,69932,34
1145,3872,10396,47
1146,3881,78289,29
1147,3884,1910,63
1148,3887,25342,38
1149,3891,105961,29
1150,3902,27354,22
1151,3904,20274,24
1152,3909,5773,29
1153,3913,71553,25
1154,3923,86011,29
1155,3927,109013,37
1156,3933,36090,29
1157,3935,91455,29
1158,3941,78981,17
1159,3947,19492,29
1160,3950,45581,17
1161,3951,74080,29
1162,3952,40319,29
1163,3956,6550,29
1164,3957,98050,41
1165,3962,3589,48
1166,3964,67017,29
1167,3965,74456,29
1168,3968,8465,18
1169,3969,22081,53
1170,3972,95068,47
1171,3978,100848,16
1172,3979,89901,24
1173,3981,44681,53
1174,3982,57929,10
1175,3984,13392,29
1176,3990,61466,46
1177,3996,104376,29
1178,3997,64467,29
1179,3998,47540,23
1180,3999,104325,18
1181,4001,24851,21
1182,4011,25183,29
1183,4012,54339,22
1184,4013,45303,48
1185,4014,29239,37
1186,4016,33546,28
1187,4017,1593,37
1188,4018,24559,25
1189,4019,38768,29
1190,4020,55442,29
1191,4025,95879,29
1192,4028,96942,16
1193,4029,102370,29
1194,4037,28078,29
1195,4041,74842,6
1196,4042,93616,10
1197,4048,87927,22
1198,4057,92336,29
1199,4058,23550,46
1200,4061,60443,59
1201,4063,85868,29
1202,4064,8089,17
1203,4065,76096,68
1204,4070,66853,24
1205,4075,82067,50
1206,4078,51067,29
1207,4079,15435,29
1208,4084,63456,21
1209,4085,16375,8
1210,4088,110357,19
1211,4094,80647,68
1212,4097,37394,48
1213,4098,89851,16
1214,4105,74135,47
1215,4112,8929,22
1216,4114,59994,25
1217,4115,96014,47
1218,4116,55454,25
1219,4118,10288,65
1220,4119,24510,23
1221,4130,29724,16
1222,4131,17567,25
1223,4132,90806,18
1224,4133,109955,71
1225,4135,97,68
1226,4136,79451,23
1227,4145,107774,22
1228,4146,31913,41
1229,4147,53034,22
1230,4148,10675,25
1231,4151,26476,16
1232,4152,69211,47
1233,4153,16418,48
1234,4154,52103,29
1235,4157,6117,60
1236,4159,3148,52
1237,4160,10473,70
1238,4166,4387,48
1239,4169,84700,50
1240,4171,56640,29
1241,4173,46227,50
1242,4176,28451,7
1243,4179,7037,15
1244,4181,53737,26
1245,4192,62507,26
1246,4193,51540,23
1247,4197,40230,15
1248,4200,71708,25
1249,4212,110702,6
1250,4216,94627,29
1251,4219,104178,29
1252,4225,70396,29
1253,4227,68648,10
1254,4230,52142,65
1255,4234,20132,23
1256,4235,83131,21
1257,4236,99038,47
1258,4237,25712,25
1259,4243,44195,16
1260,4249,9452,34
1261,4251,35502,22
1262,4257,81921,28
1263,4258,55578,24
1264,4263,12599,29
1266,4267,28100,50
1267,4273,32980,23
1268,4275,105342,53
1269,4278,58767,29
1270,4279,78857,16
1271,4283,10768,29
1272,4285,53802,23
1273,4289,91962,22
1274,4292,17821,28
1275,4296,73473,49
1276,4298,30401,22
1277,4299,30728,29
1278,4300,33459,29
1279,4306,104333,28
1280,4311,30419,51
1281,4313,37272,29
1282,4314,44768,37
1283,4315,87578,51
1284,4318,84130,27
1285,4320,20639,29
1286,4323,40325,60
1287,4324,69886,22
1288,4337,87042,23
1289,4338,110654,22
1290,4340,92698,29
1291,4350,37808,47
1292,4353,84579,47
1293,4356,25487,28
1294,4357,106547,29
1295,4363,51241,15
1296,4366,106962,53
1297,4367,105003,34
1298,4369,25520,28
1299,4371,6344,46
1300,4381,63460,15
1301,4384,55524,21
1302,4385,22468,17
1303,4393,89531,50
1304,4397,42482,59
1305,4401,11141,28
1306,4404,63016,25
1307,4406,25853,29
1308,4407,6917,17
1309,4408,34170,34
1310,4412,106742,19
1311,4414,70751,37
1312,4429,27596,27
1313,4430,10921,63
1314,4431,49929,61
1315,4434,13208,51
1316,4441,24586,34
1317,4444,17863,68
1318,4449,68687,27
1319,4454,14149,10
1320,4461,69766,16
1321,4463,22049,21
1322,4468,13230,22
1323,4472,80822,24
1324,4473,84149,19
1325,4476,34194,24
1326,4481,37824,28
1327,4483,73055,59
1328,4486,86667,26
1329,4487,54989,52
1330,4511,44689,43
1331,4514,108443,61
1332,4521,39991,27
1333,4522,102627,29
1334,4529,61727,19
1335,4531,66630,10
1336,4533,78222,10
1337,4534,91671,23
1338,4535,93216,29
1339,4538,56260,28
1340,4544,91019,16
1341,4547,41994,23
1342,4550,103148,29
1343,4558,89886,29
1344,4568,105583,15
1345,4571,108931,18
1346,4576,58447,22
1347,4580,68101,38
1348,4581,99745,22
1349,4585,65214,24
1350,4594,33592,29
1351,4596,71197,24
1352,4597,101005,29
1353,4602,66933,29
1354,4606,21503,50
1355,4608,49300,23
1356,4610,51715,28
1357,4611,71564,16
1358,4612,81273,29
1359,4614,10895,53
1360,4616,76089,16
1361,4617,85349,16
1362,4618,20687,29
1363,4619,36619,18
1364,4621,78306,7
1365,4631,101165,34
1366,4632,57584,22
1367,4635,109440,60
1368,4641,83991,68
1369,4642,89244,60
1370,4646,57375,49
1371,4658,101861,37
1372,4660,12508,29
1373,4671,81954,60
1374,4672,18579,61
1375,4676,106089,60
1376,4679,56402,25
1377,4680,101612,9
1378,4681,3361,22
1379,4682,16772,29
1380,4684,13186,29
1381,4688,24670,29
1382,4690,64041,10
1383,4695,74747,41
1384,4697,17870,48
1385,4699,67886,29
1386,4700,81710,16
1387,4708,38691,38
1388,4709,20042,29
